Player,Country,% Team Runs,Mat,Inns,NO,50s,100s,0s,HS,Runs,S/R,Avg,Ca,St,Series_Code, H/A, Decade_Index ,Matches
Joshi S B,India,1.38%,1,1,0,0,0,0,19,19,82.61,19.00,0,0,0498,Home,55
Dahiya V,India,5.47%,5,5,1,1,0,1,51,75,93.75,18.75,6,1,0498,Home,55
Ganguly S C,India,6.78%,5,5,0,1,0,1,74,93,56.71,18.60,4,0,0498,Home,55
Singh R R,India,1.17%,1,1,0,0,0,0,16,16,50.00,16.00,0,0,0498,Home,55
Warne S K,Australia,2.40%,4,2,0,0,0,0,18,31,62.00,15.50,3,0,0498,Away,55
Srinath J,India,0.87%,5,3,2,0,0,0,7*,12,109.09,12.00,1,0,0498,Home,55
Martyn D R,Australia,1.55%,4,2,0,0,0,0,19,20,86.96,10.00,2,0,0498,Away,55
Fleming D W,Australia,0.70%,4,2,1,0,0,0,9,9,112.50,9.00,1,0,0498,Away,55
Agarkar A B,India,1.68%,4,3,0,0,0,0,13,23,63.89,7.67,2,0,0498,Home,55
Symonds A,Australia,0.93%,3,2,0,0,0,0,7,12,80.00,6.00,0,0,0498,Away,55
Mongia D,India,0.44%,2,2,0,0,0,0,4,6,54.55,3.00,0,0,0498,Home,55
Lehmann D S,Australia,0.23%,3,3,0,0,0,0,1,3,25.00,1.00,2,0,0498,Away,55
McGrath G D,Australia,,5,2,1,0,0,1,0*,0,-,0.00,2,0,0498,Away,55
Lee S,Australia,1.93%,1,1,1,0,0,0,25*,25,227.27,-,1,0,0498,Away,55
Bracken N W,Australia,,3,0,0,0,0,0,-,0,-,-,1,0,0498,Away,55
Symonds A,Australia,19.78%,7,6,1,3,1,1,107*,365,110.61,73.00,1,0,0659,Away,67
Haddin B J,Australia,10.84%,4,4,1,2,0,0,87*,200,82.30,66.67,0,0,0659,Away,67
Hayden M L,Australia,15.72%,5,5,0,3,0,0,92,290,88.15,58.00,2,0,0659,Away,67
Ponting R T,Australia,10.79%,5,5,1,1,0,0,57,199,83.97,49.75,3,0,0659,Away,67
Tendulkar S R,India,19.76%,7,7,0,2,0,1,79,278,69.15,39.71,4,0,0659,Home,67
Clarke M J,Australia,12.03%,7,6,0,1,1,2,130,222,86.05,37.00,2,0,0659,Away,67
Dhoni M S,India,12.51%,7,6,1,2,0,0,58,176,85.02,35.20,4,4,0659,Home,67
Gilchrist A C,Australia,11.27%,7,7,1,2,0,1,79*,208,97.20,34.67,12,2,0659,Away,67
Uthappa R V,India,11.87%,6,6,1,0,0,1,47,167,115.97,33.40,3,0,0659,Home,67
Yuvraj Singh,India,13.65%,7,6,0,0,1,0,121,192,85.71,32.00,1,0,0659,Home,67
Ganguly S C,India,9.03%,5,4,0,1,0,2,86,127,70.17,31.75,0,0,0659,Home,67
Hopes J R,Australia,7.37%,7,6,1,0,0,0,39,136,120.35,27.20,1,0,0659,Away,67
Johnson M G,Australia,1.36%,7,2,1,0,0,0,24*,25,78.13,25.00,1,0,0659,Away,67
Khan Z,India,4.83%,7,5,2,0,0,0,31*,68,62.96,22.67,2,0,0659,Home,67
Kartik M,India,1.49%,4,2,1,0,0,1,21*,21,55.26,21.00,0,0,0659,Home,67
Harbhajan Singh,India,3.77%,6,5,2,0,0,0,19*,53,59.55,17.67,3,0,0659,Home,67
Powar R R,India,1.21%,2,1,0,0,0,0,17,17,94.44,17.00,0,0,0659,Home,67
Lee B,Australia,1.30%,7,6,4,0,0,1,17,24,114.29,12.00,1,0,0659,Away,67
Pathan I K,India,4.19%,7,6,1,0,0,1,29,59,54.63,11.80,1,0,0659,Home,67
Dravid R,India,3.62%,6,5,0,0,0,2,31,51,63.75,10.20,5,0,0659,Home,67
Hodge B J,Australia,3.20%,7,6,0,0,0,1,20,59,54.63,9.83,4,0,0659,Away,67
Gambhir G,India,1.21%,3,3,1,0,0,0,7,17,50.00,8.50,0,0,0659,Home,67
Sreesanth S,India,0.57%,4,2,1,0,0,0,7*,8,21.62,8.00,2,0,0659,Home,67
Bracken N W,Australia,0.16%,4,1,0,0,0,0,3,3,16.67,3.00,1,0,0659,Away,67
Sharma R G,India,0.07%,1,1,0,0,0,0,1,1,25.00,1.00,0,0,0659,Home,67
Karthik K D,India,,1,1,0,0,0,1,0*,0,0.00,0.00,1,0,0659,Home,67
Hogg G B,Australia,,7,2,0,0,0,2,0*,0,0.00,0.00,1,0,0659,Away,67
Clark S R,Australia,,3,0,0,0,0,0,-,0,-,-,0,0,0659,Away,67
Singh R P,India,0.85%,4,1,1,0,0,0,12*,12,44.44,-,1,0,0659,Home,67
Hussey M E K,Australia,20.22%,6,6,3,3,0,0,81*,313,97.51,104.33,1,0,0731,Away,67
Dhoni M S,India,17.65%,6,6,1,1,1,0,124,285,73.83,57.00,4,3,0731,Home,67
Tendulkar S R,India,17.03%,6,6,0,0,1,0,175,275,88.71,45.83,2,0,0731,Home,67
Ponting R T,Australia,17.25%,6,6,0,3,0,0,74,267,75.42,44.50,1,0,0731,Away,67
Watson S R,Australia,16.54%,6,6,0,1,0,0,93,256,91.10,42.67,4,0,0731,Away,67
Kumar P,India,7.43%,6,5,2,1,0,0,54*,120,107.14,40.00,1,0,0731,Home,67
White C L,Australia,14.08%,6,6,0,3,0,1,62,218,81.04,36.33,2,0,0731,Away,67
Marsh S E,Australia,9.30%,4,4,0,0,1,0,112,144,84.71,36.00,0,0,0731,Away,67
Gambhir G,India,9.78%,5,5,0,2,0,1,76,158,81.03,31.60,2,0,0731,Home,67
Raina S K,India,9.66%,6,6,1,2,0,1,62,156,93.41,31.20,3,0,0731,Home,67
Paine T D,Australia,3.75%,2,2,0,1,0,0,50,58,76.32,29.00,3,0,0731,Away,67
Voges A C,Australia,5.10%,5,4,1,0,0,0,36,79,76.70,26.33,1,0,0731,Away,67
Johnson M G,Australia,3.36%,5,4,2,0,0,0,21,52,96.30,26.00,1,0,0731,Away,67
Yuvraj Singh,India,7.93%,5,5,0,1,0,0,78,128,76.65,25.60,0,0,0731,Home,67
Sehwag V,India,8.54%,6,6,0,0,0,0,40,138,115.00,23.00,1,0,0731,Home,67
Jadeja R A,India,5.70%,6,4,0,1,0,0,57,92,59.74,23.00,2,0,0731,Home,67
Harbhajan Singh,India,5.02%,6,5,1,0,0,2,49,81,132.79,20.25,0,0,0731,Home,67
Kohli V,India,2.48%,2,2,0,0,0,0,30,40,70.18,20.00,1,0,0731,Home,67
Hilfenhaus B W,Australia,1.03%,2,1,0,0,0,0,16,16,133.33,16.00,3,0,0731,Away,67
Hopes J R,Australia,0.90%,1,1,0,0,0,0,14,14,155.56,14.00,0,0,0731,Away,67
Henriques M C,Australia,1.16%,2,2,0,0,0,0,12,18,60.00,9.00,0,0,0731,Away,67
Manou G A,Australia,0.45%,4,1,0,0,0,0,7,7,116.67,7.00,5,0,0731,Away,67
Nehra A,India,0.87%,6,4,1,0,0,0,7,14,58.33,4.67,0,0,0731,Home,67
Patel M M,India,0.12%,2,2,1,0,0,1,2*,2,40.00,2.00,0,0,0731,Home,67
Siddle P M,Australia,0.26%,4,2,0,0,0,0,3,4,40.00,2.00,0,0,0731,Away,67
Bollinger D E,Australia,,4,1,0,0,0,1,0*,0,0.00,0.00,2,0,0731,Away,67
Lee B,Australia,,1,1,0,0,0,1,0*,0,0.00,0.00,1,0,0731,Away,67
Hauritz N M,Australia,2.52%,6,2,2,0,0,0,30*,39,90.70,-,3,0,0731,Away,67
Sharma I,India,0.19%,4,1,1,0,0,0,3*,3,37.50,-,1,0,0731,Home,67
McKay C J,Australia,,2,0,0,0,0,0,-,0,-,-,0,0,0731,Away,67
Kohli V,India,40.41%,1,1,0,0,1,0,118,118,97.52,118.00,0,0,0770,Home,63
Hussey M E K,Australia,23.88%,1,1,0,1,0,0,69,69,89.61,69.00,0,0,0770,Away,63
Yuvraj Singh,India,19.86%,1,1,0,1,0,0,58,58,66.67,58.00,0,0,0770,Home,63
Vijay M,India,5.14%,1,1,0,0,0,0,15,15,83.33,15.00,0,0,0770,Home,63
Paine T D,Australia,3.11%,1,1,0,0,0,0,9,9,37.50,9.00,1,0,0770,Away,63
Marsh S E,Australia,,1,1,0,0,0,1,0*,0,0.00,0.00,0,0,0770,Away,63
Dhoni M S,India,,1,1,0,0,0,1,0*,0,0.00,0.00,0,0,0770,Home,63
Dhawan S,India,,1,1,0,0,0,1,0*,0,0.00,0.00,0,0,0770,Home,63
Tiwary S S,India,4.11%,1,1,1,0,0,0,12*,12,70.59,-,0,0,0770,Home,63
Hopes J R,Australia,,1,0,0,0,0,0,-,0,-,-,1,0,0770,Away,63
Raina S K,India,24.32%,1,1,1,1,0,0,71*,71,151.06,-,0,0,0770,Home,63
White C L,Australia,30.80%,1,1,1,1,0,0,89*,89,181.63,-,0,0,0770,Away,63
Kumar P,India,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Home,63
Nehra A,India,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Home,63
Hauritz N M,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Away,63
Clarke M J,Australia,38.41%,1,1,1,0,1,0,111*,111,79.86,-,0,0,0770,Away,63
McKay C J,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Away,63
Smith S P D,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Away,63
Vinay Kumar R,India,,1,0,0,0,0,0,-,0,-,-,1,0,0770,Home,63
Ashwin R,India,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Home,63
Starc M A,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Away,63
Hastings J W,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0770,Away,63
Sharma R G,India,29.61%,6,6,2,1,2,0,209,491,108.63,122.75,2,0,0841,Home,77
Dhoni M S,India,14.78%,6,4,2,1,1,0,139*,245,120.10,122.50,3,1,0841,Home,77
Faulkner J P,Australia,11.87%,6,4,2,1,1,0,116,230,150.33,115.00,1,0,0841,Away,77
Kohli V,India,20.75%,6,5,2,2,2,1,115*,344,123.30,114.67,4,0,0841,Home,77
Bailey G J,Australia,24.66%,6,6,1,3,1,0,156,478,116.02,95.60,2,0,0841,Away,77
Dhawan S,India,17.13%,6,6,1,2,1,0,100,284,102.16,56.80,2,0,0841,Home,77
Maxwell G J,Australia,12.80%,6,6,0,3,0,0,92,248,152.15,41.33,0,0,0841,Away,77
Watson S R,Australia,12.23%,6,6,0,1,1,0,102,237,113.40,39.50,2,0,0841,Away,77
Voges A C,Australia,7.69%,6,6,2,1,0,0,76*,149,84.18,37.25,1,0,0841,Away,77
McKay C J,Australia,1.86%,6,3,2,0,0,0,18,36,81.82,36.00,0,0,0841,Away,77
Hughes P J,Australia,10.27%,6,6,0,1,0,0,83,199,74.25,33.17,2,0,0841,Away,77
Finch A J,Australia,9.80%,6,6,0,2,0,0,72,190,86.76,31.67,1,0,0841,Away,77
Raina S K,India,6.03%,6,4,0,0,0,0,39,100,91.74,25.00,2,0,0841,Home,77
Haddin B J,Australia,4.02%,6,6,2,0,0,0,40,78,92.86,19.50,9,0,0841,Away,77
Johnson M G,Australia,1.75%,5,3,1,0,0,1,25,34,89.47,17.00,0,0,0841,Away,77
Ashwin R,India,1.99%,6,2,0,0,0,0,28,33,73.33,16.50,0,0,0841,Home,77
Kumar B,India,1.69%,5,2,0,0,0,0,18,28,62.22,14.00,2,0,0841,Home,77
Jadeja R A,India,0.78%,6,3,1,0,0,0,11,13,59.09,6.50,3,0,0841,Home,77
Vinay Kumar R,India,0.66%,5,2,0,0,0,1,11,11,55.00,5.50,1,0,0841,Home,77
Yuvraj Singh,India,1.15%,6,4,0,0,0,2,12,19,76.00,4.75,1,0,0841,Home,77
Coulter-Nile N M,Australia,0.15%,1,1,0,0,0,0,3,3,60.00,3.00,0,0,0841,Away,77
Mohammed Shami,India,,3,0,0,0,0,0,-,0,-,-,1,0,0841,Home,77
Mishra A,India,,1,0,0,0,0,0,-,0,-,-,0,0,0841,Home,77
Sharma I,India,0.06%,3,2,2,0,0,0,1*,1,33.33,-,1,0,0841,Home,77
Doherty X J,Australia,,6,1,1,0,0,0,0*,0,-,-,1,0,0841,Away,77
Unadkat J D,India,,1,0,0,0,0,0,-,0,-,-,0,0,0841,Home,77
Sharma R G,India,28.16%,5,5,1,1,2,0,171*,441,101.61,110.25,2,0,0908,Away,85
Pandey M K,India,7.02%,3,2,1,0,1,0,104*,110,127.91,110.00,0,0,0908,Away,85
Marsh M R,Australia,10.30%,4,4,2,0,1,0,102*,164,107.19,82.00,1,0,0908,Home,85
Kohli V,India,24.33%,5,5,0,2,2,0,117,381,99.22,76.20,4,0,0908,Away,85
Warner D A,Australia,13.81%,3,3,0,1,1,0,122,220,102.33,73.33,2,0,0908,Home,85
Smith S P D,Australia,19.77%,5,5,0,1,1,0,149,315,107.51,63.00,4,0,0908,Home,85
Dhawan S,India,18.33%,5,5,0,2,1,0,126,287,100.35,57.40,3,0,0908,Away,85
Bailey G J,Australia,14.25%,5,5,1,1,1,0,112,227,103.18,56.75,3,0,0908,Home,85
Maxwell G J,Australia,10.61%,4,4,1,1,0,0,96,169,126.12,56.33,3,0,0908,Home,85
Rahane A M,India,9.00%,4,3,0,2,0,0,89,141,102.17,47.00,2,0,0908,Away,85
Marsh S E,Australia,8.79%,3,3,0,2,0,0,71,140,81.87,46.67,1,0,0908,Home,85
Jadeja R A,India,2.87%,5,4,3,0,0,0,24*,45,107.14,45.00,1,0,0908,Away,85
Finch A J,Australia,13.37%,5,5,0,1,1,0,107,213,93.42,42.60,1,0,0908,Home,85
Dhoni M S,India,5.49%,5,5,0,0,0,1,34,86,111.69,17.20,3,1,0908,Away,85
Wade M S,Australia,2.64%,5,3,0,0,0,1,36,42,107.69,14.00,7,0,0908,Home,85
Dhawan R,India,0.77%,3,2,1,0,0,0,9,12,92.31,12.00,0,0,0908,Away,85
Faulkner J P,Australia,1.44%,5,4,2,0,0,1,21*,23,76.67,11.50,0,0,0908,Home,85
Gurkeerat Singh,India,0.83%,3,3,1,0,0,0,8,13,100.00,6.50,1,0,0908,Away,85
Kumar B,India,0.13%,2,1,0,0,0,0,2,2,33.33,2.00,1,0,0908,Away,85
Yadav U T,India,0.13%,5,2,1,0,0,0,2,2,18.18,2.00,0,0,0908,Away,85
Ashwin R,India,0.06%,2,1,0,0,0,0,1,1,50.00,1.00,0,0,0908,Away,85
Sharma I,India,,4,1,0,0,0,1,0*,0,-,0.00,2,0,0908,Away,85
Hazlewood J R,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0908,Home,85
Hastings J W,Australia,0.13%,4,3,3,0,0,0,2*,2,66.67,-,0,0,0908,Home,85
Lyon N M,Australia,,2,0,0,0,0,0,-,0,-,-,0,0,0908,Home,85
Richardson K W,Australia,,3,0,0,0,0,0,-,0,-,-,0,0,0908,Home,85
Bumrah J J,India,,1,0,0,0,0,0,-,0,-,-,0,0,0908,Away,85
Paris J S,Australia,,2,0,0,0,0,0,-,0,-,-,1,0,0908,Home,85
Boland S M,Australia,,4,0,0,0,0,0,-,0,-,-,2,0,0908,Home,85
Sran B B,India,,3,0,0,0,0,0,-,0,-,-,1,0,0908,Away,85
Finch A J,Australia,20.70%,3,3,0,1,1,0,124,250,97.28,83.33,3,0,0956,Away,85
Stoinis M P,Australia,12.67%,5,5,3,1,0,0,62*,153,87.43,76.50,1,0,0956,Away,85
Sharma R G,India,21.40%,5,5,0,2,1,0,125,296,104.23,59.20,0,0,0956,Home,85
Pandya H H,India,16.05%,5,4,0,2,0,0,83,222,108.82,55.50,3,0,0956,Home,85
Kumar B,India,3.76%,4,2,1,0,0,0,32*,52,82.54,52.00,0,0,0956,Home,85
Warner D A,Australia,20.28%,5,5,0,1,1,0,124,245,93.51,49.00,3,0,0956,Away,85
Rahane A M,India,17.64%,5,5,0,4,0,0,70,244,82.71,48.80,4,0,0956,Home,85
Faulkner J P,Australia,3.64%,2,2,1,0,0,0,32*,44,104.76,44.00,1,0,0956,Away,85
Kohli V,India,13.02%,5,5,0,1,0,1,92,180,81.08,36.00,1,0,0956,Home,85
Jadhav K M,India,9.98%,5,5,1,1,0,0,67,138,86.79,34.50,2,0,0956,Home,85
Dhoni M S,India,7.23%,5,4,1,1,0,0,79,100,87.72,33.33,3,3,0956,Home,85
Smith S P D,Australia,11.75%,5,5,0,2,0,0,63,142,78.02,28.40,1,0,0956,Away,85
Pandey M K,India,6.00%,5,5,2,0,0,1,36*,83,100.00,27.67,3,0,0956,Home,85
Head T M,Australia,9.85%,5,5,0,0,0,0,42,119,80.41,23.80,0,0,0956,Away,85
Handscomb P S P,Australia,4.88%,3,3,0,0,0,0,43,59,109.26,19.67,1,0,0956,Away,85
Maxwell G J,Australia,4.80%,3,3,0,0,0,0,39,58,118.37,19.33,3,0,0956,Away,85
Wade M S,Australia,2.81%,4,4,1,0,0,0,20,34,87.18,11.33,3,0,0956,Away,85
Agar A C,Australia,0.75%,2,2,1,0,0,1,9*,9,128.57,9.00,0,0,0956,Away,85
Cummins P J,Australia,0.91%,5,3,1,0,0,1,9,11,110.00,5.50,0,0,0956,Away,85
Patel A R,India,0.36%,2,1,0,0,0,0,5,5,83.33,5.00,1,0,0956,Home,85
Coulter-Nile N M,Australia,0.83%,5,3,0,0,0,1,8,10,38.46,3.33,3,0,0956,Away,85
Chahal Y S,India,0.07%,4,1,0,0,0,0,1,1,-,1.00,0,0,0956,Home,85
Cartwright H W R,Australia,0.17%,2,2,0,0,0,0,1,2,8.70,1.00,1,0,0956,Away,85
Kuldeep Yadav,India,,4,2,1,0,0,1,0*,0,-,0.00,0,0,0956,Home,85
Richardson K W,Australia,,3,1,0,0,0,1,0*,0,0.00,0.00,1,0,0956,Away,85
Bumrah J J,India,0.72%,4,1,1,0,0,0,10*,10,166.67,-,4,0,0956,Home,85
Mohammed Shami,India,0.43%,1,1,1,0,0,0,6*,6,100.00,-,0,0,0956,Home,85
Yadav U T,India,0.14%,1,1,1,0,0,0,2*,2,100.00,-,0,0,0956,Home,85
Zampa A,Australia,0.41%,3,1,1,0,0,0,5*,5,125.00,-,0,0,0956,Away,85
Congdon B E,New Zealand,30.61%,2,2,1,1,0,0,82,131,71.20,131.00,0,0,0198,Home,02
Chappell I M,Australia,36.74%,2,2,0,2,0,0,86,169,125.19,84.50,3,0,0198,Away,02
Wadsworth K J,New Zealand,25.93%,2,2,0,0,1,0,104,111,93.28,55.50,3,0,0198,Home,02
Woodcock A J,Australia,11.52%,1,1,0,1,0,0,53,53,79.10,53.00,0,0,0198,Away,02
Stackpole K R,Australia,13.26%,2,2,0,1,0,0,50,61,63.54,30.50,0,0,0198,Away,02
Coman P G,New Zealand,8.88%,2,2,0,0,0,1,38,38,82.61,19.00,1,0,0198,Home,02
Walters K D,Australia,4.13%,2,1,0,0,0,0,19,19,55.88,19.00,4,0,0198,Away,02
Hastings B F,New Zealand,7.94%,2,2,0,0,0,0,27,34,62.96,17.00,0,0,0198,Home,02
Parker J M,New Zealand,3.27%,1,1,0,0,0,0,14,14,40.00,14.00,0,0,0198,Home,02
Pollard V,New Zealand,2.80%,1,1,0,0,0,0,12,12,36.36,12.00,0,0,0198,Home,02
Hadlee D R,New Zealand,2.80%,2,2,1,0,0,0,8,12,54.55,12.00,0,0,0198,Home,02
Turner G M,New Zealand,2.57%,2,2,0,0,0,0,6,11,33.33,5.50,0,0,0198,Home,02
Redpath I R,Australia,1.74%,2,2,0,0,0,1,8,8,66.67,4.00,0,0,0198,Away,02
Hadlee R J,New Zealand,0.70%,1,1,0,0,0,0,3,3,50.00,3.00,0,0,0198,Home,02
Burgess M G,New Zealand,1.40%,2,2,0,0,0,0,3,6,25.00,3.00,0,0,0198,Home,02
Cairns B L,New Zealand,7.01%,2,1,1,0,0,0,30*,30,166.67,-,0,0,0198,Home,02
Chappell G S,Australia,25.43%,2,2,2,1,0,0,75*,117,101.74,-,1,0,0198,Away,02
Collinge R O,New Zealand,,1,0,0,0,0,0,-,0,-,-,0,0,0198,Home,02
Davis I C,Australia,2.39%,1,1,1,0,0,0,11*,11,39.29,-,0,0,0198,Away,02
Dymock G,Australia,,2,0,0,0,0,0,-,0,-,-,1,0,0198,Away,02
Gilmour G J,Australia,,2,0,0,0,0,0,-,0,-,-,1,0,0198,Away,02
Mallett A A,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0198,Away,02
Marsh R W,Australia,0.22%,2,1,1,0,0,0,1*,1,-,-,2,0,0198,Away,02
O'Sullivan D R,New Zealand,0.23%,2,1,1,0,0,0,1*,1,50.00,-,0,0,0198,Home,02
Walker M H N,Australia,,2,0,0,0,0,0,-,0,-,-,0,0,0198,Away,02
Bright R J,Australia,,1,0,0,0,0,0,-,0,-,-,0,0,0198,Away,02
Chappell G S,Australia,30.77%,3,3,1,0,1,1,108,132,76.30,66.00,1,0,0228,Away,13
Border A R,Australia,13.75%,3,2,1,1,0,0,53*,59,70.24,59.00,1,0,0228,Away,13
Laird B M,Australia,21.45%,3,3,1,1,0,0,71*,92,43.19,46.00,2,0,0228,Away,13
Dyson J,Australia,17.72%,3,3,1,0,0,0,32,76,31.67,38.00,1,0,0228,Away,13
Coney J V,New Zealand,21.56%,3,3,0,1,0,0,54,102,71.33,34.00,0,0,0228,Home,13
Edgar B A,New Zealand,19.66%,3,3,0,1,0,0,79,93,52.25,31.00,0,0,0228,Home,13
Reid J F,New Zealand,4.23%,1,1,0,0,0,0,20,20,62.50,20.00,0,0,0228,Home,13
Howarth G P,New Zealand,11.21%,3,3,0,0,0,0,34,53,56.99,17.67,2,0,0228,Home,13
Cairns B L,New Zealand,7.40%,3,3,1,0,0,0,18*,35,83.33,17.50,0,0,0228,Home,13
Blair B R,New Zealand,6.55%,2,2,0,0,0,0,29,31,44.29,15.50,0,0,0228,Home,13
Smith I D S,New Zealand,2.96%,3,2,1,0,0,1,14*,14,34.15,14.00,1,0,0228,Home,13
Hadlee R J,New Zealand,7.61%,3,3,0,0,0,0,18,36,75.00,12.00,0,0,0228,Home,13
Hughes K J,Australia,4.90%,3,2,0,0,0,0,16,21,63.64,10.50,3,0,0228,Away,13
Wright J G,New Zealand,4.86%,3,3,0,0,0,1,18,23,28.05,7.67,1,0,0228,Home,13
Crowe M D,New Zealand,2.11%,3,2,0,0,0,0,7,10,33.33,5.00,3,0,0228,Home,13
Wood G M,Australia,1.17%,3,2,0,0,0,0,4,5,16.13,2.50,0,0,0228,Away,13
Marsh R W,Australia,0.93%,3,2,0,0,0,0,3,4,33.33,2.00,1,0,0228,Away,13
Snedden M C,New Zealand,0.85%,3,2,0,0,0,0,3,4,30.77,2.00,1,0,0228,Home,13
Lillee D K,Australia,0.23%,3,1,0,0,0,0,1,1,20.00,1.00,0,0,0228,Away,13
Alderman T M,Australia,0.23%,3,1,0,0,0,0,1,1,-,1.00,3,0,0228,Away,13
Thomson J R,Australia,,3,1,0,0,0,1,0*,0,0.00,0.00,0,0,0228,Away,13
Troup G B,New Zealand,0.42%,2,1,1,0,0,0,2*,2,33.33,-,0,0,0228,Home,13
Chatfield E J,New Zealand,0.42%,1,1,1,0,0,0,2*,2,16.67,-,0,0,0228,Home,13
Pascoe L S,Australia,0.47%,3,1,1,0,0,0,2*,2,33.33,-,0,0,0228,Away,13
Crowe M D,New Zealand,47.83%,1,1,0,1,0,0,66,66,98.51,66.00,1,0,0238,Away,11
MacLeay K H,Australia,33.06%,1,1,0,0,0,0,41,41,110.81,41.00,0,0,0238,Home,11
Coney J V,New Zealand,19.57%,1,1,0,0,0,0,27,27,57.45,27.00,0,0,0238,Away,11
Hookes D W,Australia,14.52%,1,1,0,0,0,0,18,18,66.67,18.00,1,0,0238,Home,11
Border A R,Australia,13.71%,1,1,0,0,0,0,17,17,37.78,17.00,0,0,0238,Home,11
Hughes K J,Australia,10.48%,1,1,0,0,0,0,13,13,37.14,13.00,1,0,0238,Home,11
Smith S B,Australia,6.45%,1,1,0,0,0,0,8,8,114.29,8.00,1,0,0238,Home,11
Howarth G P,New Zealand,4.35%,1,1,0,0,0,0,6,6,42.86,6.00,1,0,0238,Away,11
Marsh R W,Australia,4.03%,1,1,0,0,0,0,5,5,41.67,5.00,1,0,0238,Home,11
Edgar B A,New Zealand,3.62%,1,1,0,0,0,0,5,5,14.71,5.00,0,0,0238,Away,11
Lees W K,New Zealand,2.17%,1,1,0,0,0,0,3,3,37.50,3.00,4,0,0238,Away,11
Chappell G S,Australia,1.61%,1,1,0,0,0,0,2,2,66.67,2.00,0,0,0238,Home,11
Cairns B L,New Zealand,0.72%,1,1,0,0,0,0,1,1,50.00,1.00,1,0,0238,Away,11
Maguire J N,Australia,0.81%,1,1,0,0,0,0,1,1,20.00,1.00,0,0,0238,Home,11
Whitney M R,Australia,0.81%,1,1,0,0,0,0,1,1,50.00,1.00,0,0,0238,Home,11
Rackemann C G,Australia,,1,1,0,0,0,1,0*,0,0.00,0.00,0,0,0238,Home,11
Franklin T J,New Zealand,,1,1,0,0,0,1,0*,0,0.00,0.00,0,0,0238,Away,11
Hadlee R J,New Zealand,,1,1,0,0,0,1,0*,0,0.00,0.00,0,0,0238,Away,11
Chatfield E J,New Zealand,,1,0,0,0,0,0,-,0,-,-,0,0,0238,Away,11
Morrison J F M,New Zealand,10.87%,1,1,1,0,0,0,15*,15,83.33,-,0,0,0238,Away,11
Wood G M,Australia,8.87%,1,1,1,0,0,0,11*,11,33.33,-,0,0,0238,Home,11
Snedden M C,New Zealand,,1,1,1,0,0,0,0*,0,0.00,-,1,0,0238,Away,11
Rutherford K R,New Zealand,20.70%,4,4,0,2,0,0,79,178,58.75,44.50,1,0,0270,Home,24
Edgar B A,New Zealand,18.60%,4,4,0,1,0,0,74,160,58.82,40.00,0,0,0270,Home,24
Marsh G R,Australia,14.08%,4,4,0,1,0,0,53,116,51.33,29.00,2,0,0270,Away,24
Waugh S R,Australia,13.47%,4,4,0,1,0,0,71,111,78.17,27.75,2,0,0270,Away,24
McDermott C J,Australia,6.43%,4,4,2,0,0,1,37,53,126.19,26.50,1,0,0270,Away,24
Hadlee R J,New Zealand,9.19%,4,4,1,0,0,0,40,79,103.95,26.33,0,0,0270,Home,24
Coney J V,New Zealand,12.09%,4,4,0,1,0,0,64,104,96.30,26.00,1,0,0270,Home,24
Crowe M D,New Zealand,11.74%,4,4,0,0,0,0,47,101,65.58,25.25,4,0,0270,Home,24
Boon D C,Australia,12.26%,4,4,0,0,0,0,47,101,59.06,25.25,2,0,0270,Away,24
Matthews G R J,Australia,12.26%,4,4,0,1,0,0,54,101,91.82,25.25,4,0,0270,Away,24
Phillips W B,Australia,11.89%,4,4,0,1,0,0,53,98,95.15,24.50,3,1,0270,Away,24
Ritchie G M,Australia,11.41%,4,4,0,1,0,0,53,94,61.04,23.50,2,0,0270,Away,24
Blain T E,New Zealand,4.88%,4,4,2,0,0,0,24*,42,85.71,21.00,4,0,0270,Home,24
Border A R,Australia,8.74%,4,4,0,0,0,0,27,72,56.69,18.00,1,0,0270,Away,24
Crowe J J,New Zealand,1.86%,1,1,0,0,0,0,16,16,64.00,16.00,0,0,0270,Home,24
Blair B R,New Zealand,6.40%,4,4,0,0,0,0,19,55,60.44,13.75,1,0,0270,Home,24
Bracewell J G,New Zealand,2.56%,4,3,1,0,0,1,20,22,110.00,11.00,1,0,0270,Home,24
Gray E J,New Zealand,0.81%,1,1,0,0,0,0,7,7,36.84,7.00,0,0,0270,Home,24
Bright R J,Australia,0.73%,2,2,1,0,0,0,6,6,66.67,6.00,0,0,0270,Away,24
Wright J G,New Zealand,1.40%,2,2,0,0,0,0,6,12,44.44,6.00,2,0,0270,Home,24
Gilbert D R,Australia,0.85%,2,2,0,0,0,0,5,7,24.14,3.50,0,0,0270,Away,24
